codigo_postal;municipio_nombre
13192;Cabezarados
13193;Arroba de los Montes
13193;Fontanarejo
13193;Navalpino
13194;Malagón
13194;Navas de Estena
13194;Porzuna
13194;Retuerta del Bullaque
13195;Ciudad Real
13195;Poblete
13196;Ciudad Real
13196;Picón
13196;Piedrabuena
13197;Ciudad Real
13200;Manzanares
13210;Villarta de San Juan
13220;Llanos del Caudillo
13230;Membrilla
13240;Solana, La
13247;San Carlos del Valle
13248;Alhambra
13249;Ruidera
13250;Daimiel
13260;Almagro
13260;Bolaños de Calatrava
13270;Almagro
13279;Valenzuela de Calatrava
13300;Valdepeñas
13310;Valdepeñas
13320;Villanueva de los Infantes
13326;Montiel
13327;Santa Cruz de los Cáñamos
13328;Almedina
13329;Carrizosa
13330;Villanueva de la Fuente
13331;Villahermosa
13332;Villahermosa
13333;Fuenllana
13340;Albaladejo
13341;Terrinches
13342;Puebla del Príncipe
13343;Villamanrique
13344;Torre de Juan Abad
13345;Cózar
13350;Moral de Calatrava
13360;Granátula de Calatrava
13370;Calzada de Calatrava
13379;Villanueva de San Carlos
13380;Aldea del Rey
13390;Alhambra
13391;Alcubillas
13400;Almadén
13410;Agudo
13411;Valdemanco del Esteras
13412;Chillón
13413;Alamillo
13414;Almadenejos
13414;Saceruela
13415;Almodóvar del Campo
13420;Malagón
13427;Cortijos, Los
13428;Fuente el Fresno
13428;Malagón
13429;Malagón
13430;Cañada de Calatrava
13431;Villar del Pozo
13432;Ballesteros de Calatrava
13440;Argamasilla de Calatrava
13449;Brazatortas
13450;Brazatortas
13459;Almodóvar del Campo
13460;Almodóvar del Campo
13470;Almodóvar del Campo
13473;Abenójar
13473;Almodóvar del Campo
13480;Almadenejos
13490;Guadalmez
13499;Guadalmez
13500;Puertollano
13580;Almodóvar del Campo
13590;Hinojosas de Calatrava
13591;Cabezarrubias del Puerto
13592;Mestanza
13593;Solana del Pino
13594;Mestanza
13595;Villamayor de Calatrava
13596;Almodóvar del Campo
13597;Puertollano
13598;Almodóvar del Campo
13600;Alcázar de San Juan
13610;Campo de Criptana
13619;Arenales de San Gregorio
13620;Pedro Muñoz
13629;Tomelloso
13630;Socuéllamos
13640;Herencia
13650;Puerto Lápice
13660;Labores, Las
13670;Villarrubia de los Ojos
13679;Arenas de San Juan
13680;Fuente el Fresno
13690;Alcázar de San Juan
13700;Tomelloso
13710;Argamasilla de Alba
13720;Alcázar de San Juan
13730;Santa Cruz de Mudela
13739;Calzada de Calatrava
13739;Viso del Marqués
13740;Torrenueva
13750;Castellar de Santiago
13760;Almuradiel
13768;Almuradiel
13768;Viso del Marqués
13770;Viso del Marqués
13779;Calzada de Calatrava
13779;San Lorenzo de Calatrava
14001;Córdoba
14002;Córdoba
14003;Córdoba
14004;Córdoba
14005;Córdoba
14006;Córdoba
14007;Córdoba
14008;Córdoba
14009;Córdoba
14010;Córdoba
14011;Córdoba
14012;Córdoba
14013;Córdoba
14014;Córdoba
14029;Córdoba
14035;Hinojosa del Duque
14071;Villafranca de Córdoba
14100;Carlota, La
14110;Fuente Palmera
14111;Carlota, La
14112;Fuente Palmera
14113;Fuente Palmera
14115;Carpio, El
14115;Fuente Palmera
14120;Fuente Palmera
14129;Fuente Palmera
14129;Hornachuelos
14130;Guadalcázar
14140;Victoria, La
14150;San Sebastián de los Ballesteros
14190;Benamejí
14190;Córdoba
14191;Carlota, La
14192;Córdoba
14193;Córdoba
14193;Encinas Reales
14200;Peñarroya-Pueblonuevo
14206;Valsequillo
14207;Granjuela, La
14208;Blázquez, Los
14209;Belmez
14209;Fuente Obejuna
14209;Hornachuelos
14210;Espiel
14210;Villaharta
14220;Espiel
14230;Villanueva del Rey
14240;Belmez
14248;Belmez
14249;Belmez
14249;Fuente Obejuna
14250;Villanueva del Duque
14260;Fuente la Lancha
14270;Hinojosa del Duque
14280;Belalcázar
14290;Fuente Obejuna
14297;Fuente Obejuna
14298;Fuente Obejuna
14299;Fuente Obejuna
14300;Villaviciosa de Córdoba
14310;Obejo
14320;Espiel
14320;Obejo
14320;Villaviciosa de Córdoba
14330;Córdoba
14350;Córdoba
14350;Obejo
14400;Pozoblanco
14410;Torrecampo
14412;Pedroche
14413;Guijo, El
14420;Villafranca de Córdoba
14430;Adamuz
14439;Adamuz
14440;Villanueva de Córdoba
14445;Cardeña
14446;Cardeña
14447;Cardeña
14448;Conquista
14449;Almodóvar del Campo
14450;Añora
14450;Montilla
14460;Dos Torres
14470;Viso, El
14480;Alcaracejos
14490;Villaralto
14491;Santa Eufemia
14500;Puente Genil
14510;Moriles
14511;Lucena
14512;Puente Genil
14520;Fernán-Núñez
14530;Montemayor
14540;Rambla, La
14546;Santaella
14547;Santaella
14548;Montalbán de Córdoba
14549;Santaella
14550;Montilla
14600;Montoro
14610;Adamuz
14610;Córdoba
14620;Carpio, El
14630;Pedro Abad
14640;Villa del Río
14650;Bujalance
14659;Bujalance
14660;Cañete de las Torres
14670;Valenzuela
14700;Palma del Río
14709;Hornachuelos
14710;Córdoba
14711;Córdoba
14719;Córdoba
14720;Almodóvar del Río
14729;Almodóvar del Río
14730;Posadas
14739;Posadas
14740;Hornachuelos
14800;Priego de Córdoba
14810;Carcabuey
14811;Cabra
14811;Carcabuey
14811;Priego de Córdoba
14812;Almedinilla
14813;Almedinilla
14814;Priego de Córdoba
14815;Fuente-Tójar
14815;Priego de Córdoba
14816;Priego de Córdoba
14817;Priego de Córdoba
14820;Córdoba
14830;Espejo
14840;Castro del Río
14850;Baena
14857;Castro del Río
14857;Nueva Carteya
14858;Castro del Río
14859;Baena
14860;Doña Mencía
14870;Zuheros
14880;Luque
14900;Lucena
14910;Benamejí
14911;Lucena
14913;Encinas Reales
14914;Palenciana
14915;Benamejí
14920;Aguilar de la Frontera
14930;Monturque
14940;Cabra
14941;Santa Eufemia
14949;Cabra
14950;Baena
14950;Hornachuelos
14950;Rute
14960;Rute
14970;Iznájar
14978;Iznájar
14979;Iznájar
15001;Coruña, A
15002;Coruña, A
15003;Coruña, A
15004;Coruña, A
15005;Coruña, A
15006;Coruña, A
15007;Coruña, A
15008;Arteixo
15008;Coruña, A
15009;Coruña, A
15010;Coruña, A
15011;Coruña, A
15100;Carballo
15102;Carballo
15105;Carballo
15106;Carballo
15107;Carballo
15108;Carballo
15109;Carballo
15110;Cabana de Bergantiños
15110;Ponteceso
15111;Malpica de Bergantiños
15112;Malpica de Bergantiños
15113;Malpica de Bergantiños
15114;Ponteceso
15115;Cabana de Bergantiños
15116;Cabana de Bergantiños
15117;Laxe
15118;Laxe
15119;Cabana de Bergantiños
15121;Camariñas
15121;Vimianzo
15122;Camariñas
15123;Camariñas
15124;Muxía
15125;Muxía
15126;Muxía
15126;Vimianzo
15127;Vimianzo
15128;Vimianzo
15129;Vimianzo
15130;Corcubión
15137;Corcubión
15138;Cee
15139;Culleredo
15140;Arteixo
15141;Arteixo
15142;Arteixo
15144;Arteixo
15145;Laracha, A
15146;Laracha, A
15147;Coristanco
15148;Coristanco
15149;Cabana de Bergantiños
15150;Vimianzo
15150;Zas
15151;Dumbría
15152;Dumbría
15153;Fisterra
15154;Fisterra
15155;Fisterra
15160;Sada
15165;Bergondo
15166;Bergondo
15167;Bergondo
15168;Sada
15169;Sada
15170;Coruña, A
15171;Oleiros
15172;Oleiros
15173;Oleiros
15174;Culleredo
15175;Carral
15176;Oleiros
15177;Oleiros
15178;Oleiros
15179;Oleiros
15180;Culleredo
15181;Cambre
15182;Carral
15183;Carral
15184;Carral
15185;Cerceda
15186;Cerceda
15187;Cerceda
15188;Cerceda
15189;Culleredo
15190;Coruña, A
15191;Coruña, A
15192;Coruña, A
15198;Culleredo
15199;Culleredo
15200;Noia
15210;Noia
15211;Noia
15212;Lousame
15213;Noia
15214;Lousame
15215;Lousame
15216;Lousame
15218;Lousame
15218;Noia
15218;Porto do Son
15220;Ames
15228;Ames
15229;Ames
15230;Outes
15236;Outes
15237;Outes
15239;Outes
15240;Muros
15250;Muros
15256;Mazaricos
15258;Mazaricos
15259;Muros
15270;Cee
15280;Brión
15281;Rois
15282;Rois
15284;Muros
15286;Outes
15287;Outes
15288;Outes
15290;Muros
15291;Muros
15292;Carnota
15293;Carnota
15295;Carnota
15296;Carnota
15297;Dumbría
15298;Cee
15299;Cee
15300;Betanzos
15310;Curtis
15313;Irixoa
15314;Paderne
15315;Monfero
15316;Coirós
15317;Aranga
15318;Abegondo
15319;Bergondo
15319;Betanzos
15319;Paderne
15320;Pontes de García Rodríguez, As
15324;Pontes de García Rodríguez, As
15325;Pontes de García Rodríguez, As
15326;Pontes de García Rodríguez, As
15327;Pontes de García Rodríguez, As
15328;Pontes de García Rodríguez, As
15329;Pontes de García Rodríguez, As
15330;Ortigueira
15332;Ortigueira
15337;Mañón
15338;Ortigueira
15339;Mañón
15339;Ortigueira
15340;Ortigueira
15347;Cedeira
15349;Ortigueira
15350;Cedeira
15357;Cedeira
15358;Cedeira
15359;Cedeira
15360;Cariño
15365;Cariño
15366;Cariño
15367;Ortigueira
15368;Ortigueira
15369;Cariño
15379;Curtis
15380;Oza-Cesuras
15386;Oza-Cesuras
15387;Oza-Cesuras
15388;Oza-Cesuras
15389;Oza-Cesuras
15390;Oza-Cesuras
15391;Oza-Cesuras
15401;Ferrol
15402;Ferrol
15403;Ferrol
15404;Ferrol
15405;Ferrol
15406;Ferrol
15407;Ferrol
15500;Fene
15509;Fene
15510;Neda
15520;Fene
15528;Fene
15530;Cerdido
15540;Narón
15541;Narón
15542;Valdoviño
15543;Valdoviño
15550;Valdoviño
15551;Valdoviño
15552;Valdoviño
15553;Valdoviño
15554;Valdoviño
15555;Cedeira
15560;San Sadurniño
15561;San Sadurniño
15562;San Sadurniño
15563;Moeche
15564;Moeche
15565;Somozas, As
15566;Somozas, As
15567;Somozas, As
15568;Somozas, As
15569;Cerdido
15570;Narón
15572;Narón
15573;Narón
15576;San Sadurniño
15577;Neda
15578;Narón
15579;Neda
15580;San Sadurniño
15582;Boqueixón
15582;Pontes de García Rodríguez, As
15590;Ferrol
15591;Ferrol
15592;Ferrol
15593;Ferrol
15594;Ferrol
15595;Ferrol
15596;Narón
15597;Narón
15598;San Sadurniño
15600;Pontedeume
15607;Pontedeume
15608;Miño
15608;Pontedeume
15609;Monfero
15609;Pontedeume
15611;Cabanas
15612;Cabanas
15613;Capela, A
15614;Pontedeume
15615;Vilarmaior
15616;Vilarmaior
15617;Monfero
15619;Monfero
15620;Mugardos
15621;Cabanas
15622;Cabanas
15623;Ares
15624;Ares
15625;Ares
15626;Mugardos
15627;Fene
15627;Mugardos
15630;Miño
15635;Miño
15637;Vilarmaior
15638;Vilarmaior
15639;Miño
15640;Bergondo
15650;Cambre
15656;Zas
15659;Cambre
15660;Cambre
15668;Cambre
15669;Cambre
15670;Culleredo
15679;Cambre
15680;Ordes
15683;Tordoia
15684;Ordes
15684;Oroso
15684;Tordoia
15685;Frades
15685;Mesía
15685;Ordes
15686;Frades
15686;Mesía
15686;Trazo
15687;Ordes
15687;Trazo
15688;Oroso
15688;Santiago de Compostela
15689;Mesía
15689;Ordes
15689;Tordoia
15690;Arteixo
15701;Santiago de Compostela
15702;Santiago de Compostela
15703;Santiago de Compostela
15704;Santiago de Compostela
15705;Santiago de Compostela
15706;Santiago de Compostela
15707;Santiago de Compostela
15800;Melide
15805;Melide
15806;Toques
15807;Vilasantar
15808;Santiso
15809;Melide
15810;Arzúa
15813;Sobrado
15814;Sobrado
15815;Sobrado
15816;Boimorto
15817;Boimorto
15818;Boimorto
15819;Arzúa
15819;Melide
15820;Santiago de Compostela
15821;Pino, O
15822;Touro
15823;Pino, O
15823;Touro
15824;Pino, O
15824;Touro
15825;Pino, O
15826;Arzúa
15828;Touro
15830;Negreira
15837;Santa Comba
15838;Negreira
15839;Baña, A
15839;Brión
15839;Negreira
15840;Santa Comba
15841;Santa Comba
15845;Santa Comba
15846;Santa Comba
15847;Santa Comba
15848;Santa Comba
15850;Zas
15851;Zas
15855;Zas
15856;Zas
15857;Zas
15858;Zas
15859;Zas
15860;Santa Comba
15861;Santa Comba
15862;Baña, A
15863;Baña, A
15863;Negreira
15864;Ames
15865;Brión
15866;Teo
15870;Ames
15871;Val do Dubra
15872;Val do Dubra
15873;Val do Dubra
15874;Val do Dubra
15880;Vedra
15881;Boqueixón
15881;Vedra
15882;Boqueixón
15883;Teo
15884;Oroso
15884;Santiago de Compostela
15885;Vedra
15886;Teo
15887;Pino, O
15888;Oroso
15890;Santiago de Compostela
15892;Santiago de Compostela
15893;Santiago de Compostela
15894;Teo
15895;Ames
15896;Santiago de Compostela
15897;Santiago de Compostela
15898;Santiago de Compostela
15899;Santiago de Compostela
15900;Padrón
15910;Padrón
15911;Rois
15912;Rois
15913;Rois
15914;Padrón
15915;Padrón
15916;Dodro
15917;Padrón
15920;Rianxo
15928;Rianxo
15930;Boiro
15937;Boiro
15938;Boiro
15939;Boiro
15940;Pobra do Caramiñal, A
15948;Pobra do Caramiñal, A
15949;Pobra do Caramiñal, A
15950;Ribeira
15959;Ribeira
15960;Ribeira
15965;Ribeira
15966;Ribeira
15967;Ribeira
15968;Ribeira
15969;Ribeira
15970;Porto do Son
15978;Porto do Son
15979;Porto do Son
15980;Padrón
15980;Rois
15981;Dodro
15982;Dodro
15983;Rianxo
15984;Rianxo
15985;Rianxo
15990;Boiro
15991;Boiro
15992;Boiro
15993;Ribeira
15994;Porto do Son
15995;Porto do Son
15996;Porto do Son
15998;Porto do Son
15999;Porto do Son
16001;Cuenca
16002;Cuenca
16003;Cuenca
16004;Cuenca
16043;Campillos-Paravientos
16100;Valverde de Júcar
16111;Albaladejo del Cuende
16111;Villaverde y Pasaconsol
16113;Parra de las Vegas, La
16114;Buenache de Alarcón
16118;Barchín del Hoyo
16118;Hontecillas
16118;Olmedilla de Alarcón
16118;Piqueras del Castillo
16120;Valeras, Las
16122;Fresneda de Altarejos
16122;Valdetórtola
16123;Arcas
16140;Villalba de la Sierra
16141;Arcos de la Sierra
16141;Castillejo-Sierra
16141;Fresneda de la Sierra
16141;Portilla
16142;Majadas, Las
16143;Mariana
16143;Sotorribas
16144;Frontera, La
16144;Sotorribas
16145;Sotorribas
16146;Cuenca
16146;Zarzuela
16147;Mariana
16150;Tragacete
16150;Vega del Codorno
16152;Beamud
16152;Huélamo
16152;Uña
16152;Valdemeca
16160;Palomares del Campo
16161;Torrejoncillo del Rey
16162;Torrejoncillo del Rey
16190;Chillarón de Cuenca
16190;Fuentenava de Jábaga
16191;Chillarón de Cuenca
16191;Bascuñana de San Pedro
16191;Cuenca
16191;Villar de Domingo García
16191;Fuentenava de Jábaga
16192;Buenache de la Sierra
16192;Palomera
16193;Cuenca
16193;Fuentes
16194;Chillarón de Cuenca
16194;Cuenca
16194;Fuentenava de Jábaga
16195;Abia de la Obispalía
16195;Altarejos
16195;Huerta de la Obispalía
16195;Torrejoncillo del Rey
16195;Villar de Olalla
16196;Villar de Olalla
16200;Motilla del Palancar
16210;Campillo de Altobuey
16211;Picazo, El
16212;Pozorrubielos de la Mancha
16214;Alarcón
16214;Gabaldón
16214;Valhermoso de la Fuente
16214;Valverdejo
16215;Almodóvar del Pinar
16216;Chumillas
16216;Olmeda del Rey
16216;Solera de Gabaldón
16216;Valeras, Las
16220;Quintanar del Rey
16230;Villanueva de la Jara
16235;Iniesta
16236;Iniesta
16236;Villagarcía del Llano
16236;Villanueva de la Jara
16237;Ledaña
16238;Villagarcía del Llano
16238;Villanueva de la Jara
16239;Casasimarro
16240;Peral, El
16250;Castillejo de Iniesta
16251;Graja de Iniesta
16260;Minglanilla
16269;Pesquera, La
16269;Puebla del Salvador
16270;Villalpardo
16280;Villarta
16290;Herrumblar, El
16290;Iniesta
16300;Cañete
16311;Boniches
16311;Campillos-Paravientos
16311;Fuentelespino de Moya
16311;Huérguina
16312;Garaballa
16312;Henarejos
16313;Aliaguilla
16315;Alcalá de la Vega
16315;Boniches
16316;Campillos-Sierra
16316;Huerta del Marquesado
16316;Laguna del Marquesado
16316;Valdemoro-Sierra
16317;Salinas del Manzano
16317;Tejadillos
16317;Zafrilla
16318;Salvacañete
16320;Talayuelas
16321;Talayuelas
16330;Landete
16336;Santa Cruz de Moya
16337;Moya
16338;Algarra
16338;Casas de Garcimolina
16338;Moya
16339;Graja de Campalbo
16339;Landete
16339;Santa Cruz de Moya
16340;Cañada del Hoyo
16340;Cierva, La
16340;Valdemorillo de la Sierra
16350;Carboneras de Guadazaón
16360;Arguisuelas
16360;Monteagudo de las Salinas
16370;San Martín de Boniches
16370;Villar del Humo
16371;Narboneta
16371;Víllora
16372;Enguídanos
16372;Paracuellos
16373;Cardenete
16373;Paracuellos
16373;Yémeda
16390;Pajarón
16390;Pajaroncillo
16390;Reíllo
16393;Mira
16400;Tarancón
16410;Horcajo de Santiago
16411;Fuente de Pedro Naharro
16412;Acebrón, El
16413;Torrubia del Campo
16414;Pozorrubio de Santiago
16415;Villamayor de Santiago
16417;Hinojosos, Los
16420;Almendros
16420;Villarrubio
16421;Hontanaya
16421;Puebla de Almenara
16422;Tresjuncos
16423;Osa de la Vega
16430;Saelices
16431;Almonacid del Marquesado
16432;Rozalén del Monte
16432;Villarejo de Fuentes
16433;Alconchel de la Estrella
16433;Villar de Cañas
16434;Montalbanejo
16435;Hinojosa, La
16440;Montalbo
16441;Hito, El
16442;Villares del Saz
16444;Cervera del Llano
16452;Rozalén del Monte
16452;Tribaldos
16452;Uclés
16460;Barajas de Melo
16461;Leganiel
16463;Saceda-Trasierra
16464;Alcázar del Rey
16465;Huelves
16465;Paredes
16470;Barajas de Melo
16470;Belinchón
16470;Zarza de Tajo
16500;Huete
16510;Valle de Altomira, El
16510;Vellisca
16512;Buendía
16512;Valle de Altomira, El
16520;Huete
16521;Huete
16522;Portalrubio de Guadamejud
16522;Tinajas
16532;Gascueña
16532;Huete
16532;Peraleja, La
16532;Villanueva de Guadamejud
16535;Villalba del Rey
16537;Alcohujate
16537;Cañaveruelas
16540;Huete
16541;Huete
16541;Pineda de Gigüela
16541;Villarejo de la Peñuela
16541;Valdecolmenas, Los
16542;Villar y Velasco
16550;Huete
16550;Campos del Paraíso
16555;Campos del Paraíso
16600;San Clemente
16610;Casas de Fernando Alonso
16611;Casas de Haro
16612;Casas de los Pinos
16620;Alberca de Záncara, La
16621;Santa María del Campo Rus
16622;Pinarejo
16623;Castillo de Garcimuñoz
16630;Mota del Cuervo
16638;Pedernoso, El
16639;Santa María de los Llanos
16640;Belmonte
16646;Villalgordo del Marquesado
16647;Fuentelespino de Haro
16647;Villaescusa de Haro
16648;Villar de la Encina
16649;Carrascosa de Haro
16649;Monreal del Llano
16649;Rada de Haro
16650;Mesas, Las
16660;Pedroñeras, Las
16670;Provencio, El
16700;Sisante
16707;Casas de Benítez
16708;Casas de Guijarro
16708;Pozoamargo
16709;Vara de Rey
16710;Atalaya del Cañavate
16710;Tébar
16720;Cañada Juncosa
16730;Honrubia
16738;Cañavate, El
16739;Torrubia del Castillo
16740;Almarcha, La
16740;Belinchón
16760;Olivares de Júcar
16770;San Lorenzo de la Parrilla
16771;Villarejo-Periesteban
16771;Zafra de Záncara
16779;Belmontejo
16780;Altarejos
16780;Mota de Altarejos
16781;Fresneda de Altarejos
16800;Priego
16812;Albendea
16812;Alcantud
16812;Arandilla del Arroyo
16812;Pozuelo, El
16812;Vindel
16813;Salmeroncillos
16813;San Pedro Palmiches
16813;Valdeolivas
16813;Villar del Infantado
16830;Campos del Paraíso
16840;Villar de Domingo García
16841;Albalate de las Nogueras
16842;Torralba
16843;Villas de la Ventosa
16850;Cañaveras
16851;Buciegas
16852;Olmeda de la Cuesta
16853;Olmedilla de Eliz
16854;Castillo-Albaráñez
16855;Arrancacepas
16856;Castejón
16857;Canalejas del Arroyo
16860;Villaconejos de Trabaque
16870;Beteta
16878;Lagunaseca
16878;Masegosa
16878;Poyatos
16878;Santa María del Val
16879;Beteta
16879;Carrascosa
16879;Cueva del Hierro
16879;Valsalobre
16890;Cañamares
16890;Cañizares
16890;Fuertescusa
16891;Cañizares
16891;Carrascosa
16892;Cañizares
16893;Beteta
17001;Girona
17002;Girona
17003;Girona
17004;Girona
17005;Girona
17006;Girona
17007;Girona
17100;Bisbal d'Empordà, La
17110;Forallac
17111;Forallac
17113;Forallac
17114;Ullastret
17116;Cruïlles, Monells i Sant Sadurní de l'Heura
17117;Cruïlles, Monells i Sant Sadurní de l'Heura
17118;Cruïlles, Monells i Sant Sadurní de l'Heura
17120;Pera, La
17121;Corçà
17121;Cruïlles, Monells i Sant Sadurní de l'Heura
17123;Torrent
17124;Palafrugell
17130;Escala, L'
17130;Torroella de Montgrí
17131;Rupià
17132;Foixà
17133;Foixà
17133;Parlavà
17133;Serra de Daró
17133;Ultramort
17134;Tallada d'Empordà, La
17136;Albons
17137;Viladamat
17140;Ullà
17141;Bellcaire d'Empordà
17141;Torroella de Montgrí
17142;Verges
17143;Jafre
17144;Colomers
17144;Vilopriu
17150;Sant Gregori
17151;Sant Gregori
17152;Sant Martí de Llémena
17153;Sant Martí de Llémena
17154;Sant Aniol de Finestres
17160;Anglès
17161;Osor
17162;Bescanó
17164;Sant Gregori
17164;Sant Martí de Llémena
17164;Sant Julià del Llor i Bonmatí
17165;Cellera de Ter, La
17166;Cellera de Ter, La
17166;Susqueda
17170;Amer
17171;Sant Aniol de Finestres
17171;Susqueda
17172;Planes d'Hostoles, Les
17173;Planes d'Hostoles, Les
17174;Sant Feliu de Pallerols
17176;Vall d'en Bas, La
17177;Vall d'en Bas, La
17178;Preses, Les
17178;Vall d'en Bas, La
17179;Riudaura
17179;Vall d'en Bas, La
17180;Vilablareix
17181;Aiguaviva
17182;Bescanó
17183;Vilobí d'Onyar
17184;Vilobí d'Onyar
17185;Vilobí d'Onyar
17190;Salt
17199;Canet d'Adri
17199;Sant Gregori
17200;Palafrugell
17210;Palafrugell
17211;Palafrugell
17212;Palafrugell
17213;Begur
17214;Regencós
17220;Sant Feliu de Guíxols
17227;Vilamaniscle
17230;Palamós
17240;Llagostera
17240;Santa Cristina d'Aro
17241;Quart
17242;Quart
17243;Llambilles
17244;Cassà de la Selva
17244;Cruïlles, Monells i Sant Sadurní de l'Heura
17245;Santa Cristina d'Aro
17246;Santa Cristina d'Aro
17248;Castell-Platja d'Aro
17248;Sant Feliu de Guíxols
17249;Castell-Platja d'Aro
17250;Castell-Platja d'Aro
17251;Calonge
17252;Calonge
17253;Mont-ras
17253;Vall-llobrega
17255;Begur
17256;Palau-sator
17256;Pals
17257;Fontanilles
17257;Gualta
17257;Torroella de Montgrí
17258;Torroella de Montgrí
17300;Blanes
17310;Lloret de Mar
17320;Palamós
17320;Tossa de Mar
17400;Breda
17401;Arbúcies
17402;Arbúcies
17403;Sant Hilari Sacalm
17404;Riells i Viabrea
17405;Espinelves
17406;Viladrau
17410;Sils
17411;Vidreres
17412;Maçanet de la Selva
17420;Sils
17421;Riudarenes
17430;Lloret de Mar
17430;Santa Coloma de Farners
17441;Brunyola
17450;Hostalric
17451;Sant Feliu de Buixalleu
17452;Massanes
17454;Sant Andreu Salou
17455;Caldes de Malavella
17456;Caldes de Malavella
17457;Riudellots de la Selva
17458;Fornells de la Selva
17459;Campllong
17460;Celrà
17461;Girona
17462;Bordils
17462;Juià
17462;Madremanya
17462;Sant Martí Vell
17463;Flaçà
17463;Foixà
17463;Sant Joan de Mollet
17464;Cervià de Ter
17464;Sant Jordi Desvalls
17464;Viladasens
17465;Saus, Camallera i Llampaies
17466;Garrigoles
17466;Vilopriu
17467;Sant Mori
17467;Saus, Camallera i Llampaies
17468;Bàscara
17468;Vilademuls
17469;Far d'Empordà, El
17469;Siurana
17469;Fortià
17469;Riumors
17469;Vilamalla
17470;Sant Pere Pescador
17472;Armentera, L'
17473;Ventalló
17474;Torroella de Fluvià
17474;Vilamacolum
17475;Sant Miquel de Fluvià
17475;Ventalló
17476;Garrigàs
17476;Palau de Santa Eulàlia
17480;Roses
17481;Sant Julià de Ramis
17482;Sant Julià de Ramis
17483;Bàscara
17483;Vilaür
17484;Figueres
17485;Vila-sacra
17486;Castelló d'Empúries
17486;Figueres
17487;Castelló d'Empúries
17488;Cadaqués
17489;Port de la Selva, El
17489;Selva de Mar, La
17490;Llançà
17491;Peralada
17492;Peralada
17493;Pedret i Marzà
17493;Vilajuïga
17494;Pau
17495;Palau-saverdera
17496;Colera
17497;Portbou
17500;Ripoll
17512;Llosses, Les
17513;Llosses, Les
17515;Vidrà
17520;Puigcerdà
17527;Llívia
17528;Guils de Cerdanya
17529;Puigcerdà
17530;Campdevànol
17531;Campdevànol
17531;Gombrèn
17532;Llosses, Les
17534;Campelles
17534;Queralbs
17534;Pardines
17534;Ribes de Freser
17535;Planoles
17536;Toses
17537;Alp
17538;Alp
17538;Das
17538;Fontanals de Cerdanya
17538;Urús
17539;Bolvir
17539;Ger
17539;Isòvol
17539;Meranges
17600;Figueres
17700;Borrassà
17700;Jonquera, La
17706;Pont de Molins
17707;Agullana
17707;Vajol, La
17708;Cantallops
17709;Jonquera, La
17720;Maçanet de Cabrenys
17721;Maçanet de Cabrenys
17722;Darnius
17723;Boadella i les Escaules
17723;Biure
17730;Llers
17731;Terrades
17732;Sant Llorenç de la Muga
17733;Albanyà
17734;Albanyà
17740;Vilafant
17741;Cistella
17741;Vilanant
17742;Avinyonet de Puigventós
17743;Vilanant
17744;Navata
17745;Lladó
17746;Cabanelles
17747;Cabanelles
17750;Capmany
17751;Sant Climent Sescebes
17752;Mollet de Peralada
17753;Espolla
17754;Rabós
17755;Rabós
17760;Vilabertran
17761;Cabanes
17762;Masarac
17763;Masarac
17770;Borrassà
17771;Santa Llogaia d'Àlguema
17772;Ordis
17773;Pontós
17780;Garriguella
17781;Vilamaniscle
17800;Olot
17810;Olot
17811;Santa Pau
17812;Olot
17813;Vall de Bianya, La
17820;Banyoles
17830;Mieres
17830;Sant Ferriol
17831;Sant Miquel de Campmajor
17832;Crespià
17832;Esponellà
17833;Fontcoberta
17833;Vilademuls
17834;Camós
17834;Porqueres
17840;Sarrià de Ter
17843;Palol de Revardit
17844;Cornellà del Terri
17846;Porqueres
17850;Besalú
17850;Beuda
17850;Sant Ferriol
17851;Beuda
17851;Maià de Montcal
17852;Serinyà
17853;Argelaguer
17853;Sales de Llierca
17853;Tortellà
17854;Camós
17854;Sant Jaume de Llierca
17855;Montagut i Oix
17856;Castellfollit de la Roca
17856;Montagut i Oix
17857;Sant Joan les Fonts
17858;Vall de Bianya, La
17860;Sant Joan de les Abadesses
17861;Ogassa
17862;Vallfogona de Ripollès
17864;Sant Pau de Segúries
17865;Sant Pau de Segúries
17867;Camprodon
17868;Molló
17869;Llanars
17869;Setcases
17869;Vilallonga de Ter
18000;Motril
18001;Granada
18002;Granada
18003;Granada
18004;Granada
18005;Granada
18006;Granada
18007;Granada
18008;Granada
18009;Granada
18010;Granada
18011;Granada
18012;Granada
18013;Granada
18014;Granada
18015;Granada
18016;Granada
18100;Armilla
18101;Vegas del Genil
18102;Vegas del Genil
18110;Gabias, Las
18120;Alhama de Granada
18125;Alhama de Granada
18126;Arenas del Rey
18127;Játar
18127;Jayena
18128;Zafarraya
18129;Arenas del Rey
18129;Cacín
18129;Santa Cruz del Comercio
18130;Escúzar
18130;Malahá, La
18130;Villa de Otura
18131;Ventas de Huelma
18132;Agrón
18140;Motril
18140;Zubia, La
18150;Gójar
18150;Padul
18151;Ogíjares
18152;Dílar
18160;Güéjar Sierra
18165;Guájares, Los
18170;Alfacar
18179;Alfacar
18179;Víznar
18180;Diezma
18181;Darro
18181;Peza, La
18182;Granada
18183;Huétor de Santillán
18184;Beas de Granada
18185;Huétor de Santillán
18190;Cenes de la Vega
18191;Güéjar Sierra
18191;Pinos Genil
18192;Dúdar
